user_id,variant,impression,conversion
user_1134,A,1,1
user_2185,C,1,1
user_2111,C,1,1
user_1606,C,1,0
user_1022,A,1,1
user_1926,C,1,1
user_1033,A,1,0
user_2097,C,1,1
user_1288,A,1,0
user_0923,A,1,0
user_1560,C,1,0
user_1594,C,1,1
user_0096,A,1,1
user_1995,C,1,0
user_0221,A,1,0
user_1392,C,1,1
user_1632,C,1,0
user_0937,A,1,1
user_0442,A,1,0
user_0805,A,1,1
user_2548,C,1,1
user_1913,C,1,1
user_0402,A,1,1
user_1416,C,1,1
user_0521,A,1,0
user_2117,C,1,1
user_1835,C,1,0
user_0288,A,1,1
user_1009,A,1,0
user_0337,A,1,1
user_1455,C,1,1
user_2477,C,1,1
user_1902,C,1,0
user_2133,C,1,1
user_1122,A,1,0
user_0598,A,1,1
user_1625,C,1,1
user_1693,C,1,1
user_2091,C,1,0
user_0005,A,1,0
user_2204,C,1,0
user_1708,C,1,1
user_2599,C,1,0
user_2068,C,1,1
user_1324,C,1,1
user_1966,C,1,1
user_2295,C,1,1
user_2533,C,1,1
user_1148,A,1,1
user_0680,A,1,1
user_0931,A,1,1
user_1382,C,1,0
user_1484,C,1,1
user_0745,A,1,1
user_0699,A,1,1
user_1437,C,1,1
user_2074,C,1,1
user_1152,A,1,0
user_1042,A,1,1
user_0624,A,1,1
user_2134,C,1,1
user_1268,A,1,1
user_1238,A,1,1
user_0187,A,1,0
user_0001,A,1,0
user_1125,A,1,0
user_1142,A,1,1
user_0074,A,1,1
user_0845,A,1,0
user_1818,C,1,1
user_1630,C,1,1
user_2150,C,1,1
user_1545,C,1,1
user_1739,C,1,1
user_2208,C,1,1
user_1655,C,1,1
user_0916,A,1,1
user_2271,C,1,1
user_2470,C,1,0
user_0918,A,1,0
user_2545,C,1,0
user_1539,C,1,1
user_2151,C,1,1
user_0162,A,1,0
user_0482,A,1,1
user_1962,C,1,1
user_0776,A,1,1
user_1374,C,1,1
user_1128,A,1,0
user_0457,A,1,0
user_2006,C,1,0
user_1874,C,1,0
user_0570,A,1,0
user_1725,C,1,0
user_0494,A,1,1
user_0657,A,1,1
user_2251,C,1,1
user_1475,C,1,1
user_0339,A,1,1
user_2245,C,1,1
user_0962,A,1,1
user_1036,A,1,0
user_0322,A,1,0
user_2261,C,1,0
user_0024,A,1,1
user_0112,A,1,1
user_1256,A,1,1
user_1711,C,1,1
user_0305,A,1,1
user_0789,A,1,1
user_1314,C,1,1
user_1360,C,1,1
user_0709,A,1,1
user_1769,C,1,1
user_1603,C,1,1
user_1924,C,1,1
user_0887,A,1,1
user_0196,A,1,0
user_1960,C,1,0
user_1501,C,1,1
user_1064,A,1,0
user_0693,A,1,0
user_1372,C,1,1
user_1808,C,1,1
user_1158,A,1,1
user_1636,C,1,1
user_1075,A,1,0
user_1389,C,1,1
user_2083,C,1,1
user_2118,C,1,1
user_1970,C,1,1
user_2319,C,1,1
user_0130,A,1,0
user_0095,A,1,1
user_0903,A,1,0
user_0843,A,1,0
user_1429,C,1,1
user_1000,A,1,0
user_0990,A,1,1
user_0268,A,1,0
user_1820,C,1,1
user_1885,C,1,1
user_1253,A,1,1
user_1847,C,1,1
user_0778,A,1,0
user_1252,A,1,1
user_0372,A,1,0
user_2255,C,1,1
user_1390,C,1,0
user_1166,A,1,1
user_0989,A,1,0
user_1210,A,1,1
user_0853,A,1,1
user_0213,A,1,1
user_0327,A,1,1
user_2562,C,1,1
user_1931,C,1,0
user_0272,A,1,1
user_0232,A,1,1
user_0342,A,1,1
user_1329,C,1,0
user_0864,A,1,0
user_0980,A,1,1
user_2408,C,1,1
user_0790,A,1,1
user_0557,A,1,1
user_1875,C,1,1
user_0820,A,1,0
user_0821,A,1,0
user_1508,C,1,0
user_1699,C,1,1
user_1578,C,1,1
user_0764,A,1,1
user_0191,A,1,1
user_0550,A,1,1
user_1274,A,1,1
user_2413,C,1,1
user_0733,A,1,0
user_2363,C,1,1
user_0350,A,1,1
user_1776,C,1,0
user_2214,C,1,0
user_0284,A,1,1
user_1527,C,1,1
user_1590,C,1,0
user_0195,A,1,1
user_1541,C,1,0
user_0873,A,1,1
user_0641,A,1,0
user_2192,C,1,1
user_0738,A,1,1
user_2080,C,1,0
user_1494,C,1,1
user_0358,A,1,1
user_0205,A,1,1
user_0103,A,1,0
user_1867,C,1,1
user_1972,C,1,0
user_0607,A,1,1
user_2471,C,1,1
user_2087,C,1,1
user_1320,C,1,0
user_0525,A,1,0
user_2302,C,1,1
user_0154,A,1,1
user_1513,C,1,1
user_0185,A,1,1
user_2369,C,1,1
user_1012,A,1,0
user_1371,C,1,1
user_1176,A,1,0
user_0227,A,1,1
user_1695,C,1,1
user_1717,C,1,0
user_2417,C,1,0
user_2272,C,1,0
user_0481,A,1,1
user_0678,A,1,0
user_0985,A,1,0
user_2263,C,1,1
user_2554,C,1,1
user_2341,C,1,1
user_1123,A,1,0
user_0081,A,1,1
user_0329,A,1,0
user_0605,A,1,0
user_0840,A,1,0
user_2589,C,1,1
user_2460,C,1,0
user_2029,C,1,1
user_1072,A,1,1
user_0539,A,1,0
user_0410,A,1,1
user_1774,C,1,1
user_0407,A,1,1
user_1020,A,1,0
user_0218,A,1,0
user_0234,A,1,0
user_1773,C,1,1
user_1681,C,1,1
user_2226,C,1,1
user_1473,C,1,1
user_2381,C,1,0
user_0215,A,1,0
user_1736,C,1,1
user_0281,A,1,0
user_2217,C,1,0
user_1241,A,1,1
user_1276,A,1,1
user_0553,A,1,1
user_1638,C,1,1
user_1781,C,1,0
user_1981,C,1,1
user_1547,C,1,0
user_1788,C,1,1
user_2418,C,1,1
user_0020,A,1,1
user_2376,C,1,1
user_1405,C,1,1
user_1424,C,1,1
user_0421,A,1,1
user_0314,A,1,1
user_1438,C,1,1
user_2331,C,1,1
user_0518,A,1,1
user_1121,A,1,0
user_1863,C,1,1
user_2442,C,1,1
user_0910,A,1,0
user_1917,C,1,1
user_2520,C,1,0
user_1413,C,1,1
user_1548,C,1,0
user_0041,A,1,0
user_2527,C,1,1
user_1770,C,1,1
user_1356,C,1,1
user_0099,A,1,0
user_2300,C,1,1
user_0100,A,1,0
user_2001,C,1,1
user_1096,A,1,0
user_0524,A,1,0
user_1765,C,1,1
user_0769,A,1,1
user_2570,C,1,0
user_1333,C,1,1
user_1760,C,1,0
user_0751,A,1,1
user_2066,C,1,1
user_0347,A,1,0
user_1034,A,1,1
user_2136,C,1,1
user_0045,A,1,1
user_1504,C,1,1
user_1911,C,1,1
user_0269,A,1,0
user_2147,C,1,1
user_0460,A,1,1
user_0468,A,1,0
user_2411,C,1,1
user_1623,C,1,1
user_2540,C,1,1
user_1757,C,1,1
user_1537,C,1,0
user_0736,A,1,0
user_1004,A,1,0
user_1660,C,1,1
user_0275,A,1,1
user_1407,C,1,0
user_1938,C,1,1
user_2581,C,1,1
user_1888,C,1,1
user_1222,A,1,0
user_2335,C,1,1
user_2463,C,1,1
user_0934,A,1,1
user_0596,A,1,0
user_0611,A,1,0
user_0094,A,1,1
user_0134,A,1,0
user_2041,C,1,1
user_0627,A,1,1
user_1206,A,1,1
user_1031,A,1,1
user_1620,C,1,0
user_0211,A,1,1
user_2311,C,1,0
user_0640,A,1,1
user_2139,C,1,1
user_1957,C,1,1
user_0464,A,1,1
user_0510,A,1,1
user_1503,C,1,1
user_1284,A,1,1
user_0009,A,1,1
user_1386,C,1,1
user_0037,A,1,0
user_0391,A,1,0
user_1088,A,1,0
user_2046,C,1,1
user_2127,C,1,1
user_0029,A,1,0
user_2075,C,1,1
user_2560,C,1,0
user_0409,A,1,0
user_1094,A,1,1
user_0078,A,1,1
user_2440,C,1,1
user_0786,A,1,0
user_2521,C,1,1
user_0879,A,1,1
user_1892,C,1,1
user_2292,C,1,1
user_1298,A,1,1
user_0889,A,1,1
user_1259,A,1,1
user_0266,A,1,0
user_2468,C,1,0
user_1982,C,1,1
user_1564,C,1,1
user_1609,C,1,1
user_1003,A,1,1
user_0325,A,1,1
user_1566,C,1,0
user_1181,A,1,0
user_2593,C,1,1
user_2563,C,1,0
user_1559,C,1,1
user_2132,C,1,1
user_0561,A,1,1
user_0926,A,1,1
user_0010,A,1,1
user_2391,C,1,1
user_1678,C,1,1
user_0642,A,1,1
user_0363,A,1,0
user_1293,A,1,0
user_2149,C,1,0
user_0999,A,1,0
user_2346,C,1,0
user_1596,C,1,1
user_2222,C,1,1
user_1466,C,1,1
user_0648,A,1,1
user_0294,A,1,1
user_0938,A,1,0
user_1167,A,1,1
user_1823,C,1,0
user_0702,A,1,0
user_2246,C,1,1
user_0282,A,1,1
user_0309,A,1,0
user_0111,A,1,0
user_0847,A,1,1
user_1932,C,1,1
user_2082,C,1,1
user_0782,A,1,1
user_2303,C,1,1
user_2400,C,1,1
user_1025,A,1,1
user_0399,A,1,0
user_0968,A,1,0
user_0146,A,1,1
user_1272,A,1,1
user_1189,A,1,1
user_2090,C,1,1
user_2190,C,1,0
user_2586,C,1,1
user_0964,A,1,0
user_0242,A,1,1
user_0950,A,1,0
user_0603,A,1,1
user_1200,A,1,1
user_0534,A,1,1
user_0762,A,1,0
user_2054,C,1,1
user_1615,C,1,1
user_0862,A,1,1
user_0629,A,1,1
user_2316,C,1,0
user_0458,A,1,1
user_2181,C,1,1
user_1723,C,1,1
user_1914,C,1,1
user_2435,C,1,0
user_2166,C,1,0
user_1393,C,1,1
user_0375,A,1,1
user_2077,C,1,1
user_1145,A,1,1
user_2038,C,1,1
user_1486,C,1,1
user_1845,C,1,0
user_1907,C,1,1
user_0263,A,1,1
user_0965,A,1,1
user_0200,A,1,0
user_0602,A,1,0
user_2349,C,1,1
user_1144,A,1,1
user_1347,C,1,0
user_0349,A,1,0
user_2461,C,1,1
user_1039,A,1,1
user_2444,C,1,1
user_2568,C,1,1
user_2250,C,1,1
user_1608,C,1,0
user_1308,C,1,1
user_1095,A,1,1
user_1406,C,1,1
user_0456,A,1,0
user_1461,C,1,1
user_1488,C,1,1
user_0703,A,1,0
user_0389,A,1,0
user_1672,C,1,0
user_1834,C,1,0
user_1451,C,1,1
user_2378,C,1,1
user_0073,A,1,0
user_2423,C,1,1
user_0796,A,1,0
user_0829,A,1,1
user_0858,A,1,1
user_0532,A,1,0
user_2206,C,1,1
user_1019,A,1,1
user_2344,C,1,1
user_0053,A,1,1
user_2101,C,1,1
user_0287,A,1,0
user_2216,C,1,1
user_2022,C,1,0
user_1353,C,1,0
user_0828,A,1,1
user_1229,A,1,1
user_1659,C,1,0
user_1644,C,1,1
user_1650,C,1,1
user_0117,A,1,1
user_2048,C,1,0
user_2296,C,1,0
user_1060,A,1,1
user_2126,C,1,0
user_0386,A,1,1
user_1772,C,1,0
user_1824,C,1,0
user_1457,C,1,1
user_1344,C,1,1
user_2212,C,1,1
user_0568,A,1,0
user_0666,A,1,0
user_1312,C,1,1
user_0567,A,1,1
user_2301,C,1,1
user_0131,A,1,1
user_0987,A,1,0
user_0222,A,1,1
user_1402,C,1,1
user_0612,A,1,1
user_0579,A,1,1
user_1967,C,1,1
user_1857,C,1,0
user_1813,C,1,0
user_1150,A,1,1
user_2291,C,1,0
user_2402,C,1,0
user_1728,C,1,0
user_2115,C,1,1
user_1048,A,1,1
user_2100,C,1,0
user_0210,A,1,0
user_1198,A,1,0
user_2013,C,1,0
user_1278,A,1,1
user_1689,C,1,0
user_1067,A,1,0
user_1387,C,1,0
user_0619,A,1,0
user_0956,A,1,0
user_2366,C,1,1
user_1807,C,1,0
user_0941,A,1,0
user_0715,A,1,1
user_1745,C,1,0
user_2229,C,1,1
user_2504,C,1,1
user_0564,A,1,1
user_1317,C,1,1
user_1453,C,1,1
user_1460,C,1,1
user_2536,C,1,1
user_1649,C,1,1
user_1246,A,1,0
user_0517,A,1,1
user_0459,A,1,0
user_0018,A,1,1
user_2317,C,1,1
user_1232,A,1,0
user_2283,C,1,0
user_1829,C,1,0
user_2537,C,1,1
user_0971,A,1,1
user_0019,A,1,0
user_1398,C,1,1
user_1572,C,1,1
user_1890,C,1,1
user_1771,C,1,1
user_1941,C,1,1
user_2538,C,1,1
user_0839,A,1,1
user_1335,C,1,1
user_1919,C,1,1
user_0424,A,1,0
user_1388,C,1,0
user_2573,C,1,1
user_2209,C,1,1
user_0454,A,1,1
user_1756,C,1,0
user_0439,A,1,1
user_1598,C,1,1
user_2096,C,1,0
user_1749,C,1,1
user_0334,A,1,1
user_0102,A,1,0
user_0792,A,1,1
user_2552,C,1,1
user_2399,C,1,0
user_0186,A,1,1
user_1411,C,1,1
user_2543,C,1,1
user_1534,C,1,1
user_0530,A,1,1
user_1832,C,1,1
user_1716,C,1,1
user_0335,A,1,0
user_0706,A,1,1
user_0717,A,1,1
user_1130,A,1,1
user_1202,A,1,1
user_0972,A,1,1
user_1783,C,1,0
user_2165,C,1,0
user_0914,A,1,0
user_1217,A,1,0
user_2466,C,1,1
user_1942,C,1,0
user_0496,A,1,0
user_0063,A,1,1
user_2211,C,1,1
user_0254,A,1,1
user_1302,C,1,1
user_0813,A,1,1
user_1035,A,1,1
user_0951,A,1,0
user_1687,C,1,0
user_0755,A,1,0
user_0562,A,1,1
user_0408,A,1,1
user_1444,C,1,0
user_0739,A,1,1
user_0104,A,1,1
user_0935,A,1,1
user_0068,A,1,1
user_0511,A,1,1
user_0119,A,1,0
user_2446,C,1,0
user_0412,A,1,0
user_1706,C,1,0
user_1793,C,1,1
user_2037,C,1,0
user_0356,A,1,1
user_0060,A,1,1
user_1165,A,1,0
user_1952,C,1,1
user_2551,C,1,0
user_1744,C,1,0
user_1599,C,1,1
user_2158,C,1,0
user_0827,A,1,1
user_1038,A,1,1
user_2559,C,1,1
user_0638,A,1,1
user_0135,A,1,1
user_0326,A,1,0
user_2199,C,1,0
user_1056,A,1,1
user_2232,C,1,1
user_1682,C,1,0
user_0766,A,1,0
user_2123,C,1,1
user_1058,A,1,1
user_1556,C,1,0
user_0993,A,1,1
user_1518,C,1,1
user_0834,A,1,1
user_2282,C,1,1
user_2432,C,1,1
user_2364,C,1,1
user_2175,C,1,1
user_0385,A,1,1
user_2073,C,1,0
user_1323,C,1,1
user_1239,A,1,1
user_0854,A,1,0
user_1493,C,1,0
user_0552,A,1,0
user_0658,A,1,0
user_2393,C,1,1
user_2262,C,1,1
user_0908,A,1,0
user_2498,C,1,1
user_0616,A,1,1
user_0276,A,1,1
user_0467,A,1,1
user_2517,C,1,1
user_0202,A,1,0
user_1403,C,1,1
user_1426,C,1,1
user_1758,C,1,1
user_2285,C,1,1
user_1727,C,1,1
user_0575,A,1,1
user_2365,C,1,0
user_0621,A,1,1
user_1626,C,1,1
user_1675,C,1,1
user_0692,A,1,1
user_0042,A,1,1
user_0763,A,1,0
user_1838,C,1,1
user_0551,A,1,0
user_1886,C,1,1
user_0974,A,1,0
user_2448,C,1,1
user_0101,A,1,1
user_0487,A,1,1
user_1415,C,1,1
user_0679,A,1,1
user_1801,C,1,1
user_1822,C,1,1
user_0811,A,1,1
user_2269,C,1,0
user_0823,A,1,0
user_2168,C,1,1
user_1395,C,1,0
user_2347,C,1,1
user_2511,C,1,1
user_0295,A,1,0
user_2213,C,1,0
user_0565,A,1,0
user_0353,A,1,0
user_0077,A,1,0
user_2235,C,1,1
user_1248,A,1,0
user_1172,A,1,1
user_0995,A,1,0
user_1342,C,1,1
user_0785,A,1,1
user_2564,C,1,1
user_2114,C,1,1
user_1798,C,1,1
user_0705,A,1,1
user_1803,C,1,1
user_1097,A,1,0
user_1777,C,1,1
user_0586,A,1,1
user_2105,C,1,0
user_0207,A,1,1
user_1597,C,1,1
user_1153,A,1,0
user_0217,A,1,1
user_1895,C,1,1
user_0206,A,1,1
user_1925,C,1,1
user_1976,C,1,1
user_1554,C,1,1
user_1194,A,1,1
user_1205,A,1,1
user_1161,A,1,1
user_2131,C,1,0
user_2384,C,1,0
user_0849,A,1,0
user_2270,C,1,1
user_0860,A,1,0
user_2526,C,1,1
user_1071,A,1,1
user_1204,A,1,1
user_1277,A,1,1
user_1435,C,1,0
user_1611,C,1,1
user_0026,A,1,1
user_1789,C,1,1
user_1879,C,1,1
user_0939,A,1,0
user_1065,A,1,1
user_0566,A,1,0
user_1755,C,1,1
user_0668,A,1,1
user_1131,A,1,0
user_0814,A,1,0
user_1140,A,1,1
user_0795,A,1,1
user_0179,A,1,1
user_0138,A,1,0
user_1654,C,1,1
user_1873,C,1,1
user_1490,C,1,1
user_1866,C,1,1
user_0655,A,1,0
user_0529,A,1,1
user_2109,C,1,1
user_1709,C,1,1
user_0303,A,1,0
user_1285,A,1,0
user_1685,C,1,1
user_2528,C,1,1
user_0892,A,1,1
user_1400,C,1,1
user_2024,C,1,0
user_0161,A,1,1
user_0868,A,1,1
user_0088,A,1,1
user_0259,A,1,1
user_0395,A,1,1
user_1656,C,1,1
user_0434,A,1,0
user_1991,C,1,1
user_2534,C,1,1
user_2401,C,1,0
user_1944,C,1,0
user_0355,A,1,0
user_2456,C,1,1
user_1551,C,1,0
user_2056,C,1,1
user_0493,A,1,1
user_0604,A,1,0
user_0143,A,1,1
user_2299,C,1,1
user_2532,C,1,1
user_2336,C,1,1
user_1951,C,1,1
user_0966,A,1,1
user_1945,C,1,1
user_1715,C,1,1
user_1586,C,1,1
user_2279,C,1,1
user_0932,A,1,0
user_2148,C,1,0
user_1409,C,1,1
user_0352,A,1,1
user_0397,A,1,1
user_0620,A,1,1
user_2321,C,1,1
user_2496,C,1,1
user_0927,A,1,1
user_2072,C,1,0
user_1905,C,1,1
user_1802,C,1,1
user_1079,A,1,0
user_0183,A,1,0
user_1826,C,1,1
user_0765,A,1,1
user_1514,C,1,0
user_1563,C,1,1
user_1520,C,1,1
user_0758,A,1,1
user_1588,C,1,0
user_2449,C,1,1
user_2473,C,1,0
user_2004,C,1,1
user_1929,C,1,1
user_1629,C,1,1
user_1264,A,1,0
user_0474,A,1,1
user_1940,C,1,1
user_0336,A,1,0
user_1196,A,1,0
user_0700,A,1,1
user_0848,A,1,1
user_0106,A,1,0
user_0398,A,1,1
user_0818,A,1,1
user_1968,C,1,0
user_2183,C,1,1
user_0359,A,1,1
user_1752,C,1,1
user_0016,A,1,1
user_1478,C,1,1
user_2577,C,1,0
user_0630,A,1,0
user_2011,C,1,1
user_2375,C,1,1
user_0204,A,1,1
user_0393,A,1,1
user_0973,A,1,0
user_1219,A,1,1
user_1154,A,1,1
user_2161,C,1,1
user_1677,C,1,1
user_0779,A,1,1
user_2584,C,1,1
user_2404,C,1,1
user_0415,A,1,1
user_0220,A,1,1
user_0644,A,1,1
user_1779,C,1,1
user_0676,A,1,0
user_1767,C,1,1
user_0127,A,1,1
user_1978,C,1,0
user_1385,C,1,1
user_2397,C,1,1
user_2313,C,1,1
user_0660,A,1,1
user_2144,C,1,1
user_0697,A,1,0
user_1401,C,1,1
user_0304,A,1,1
user_0429,A,1,0
user_2377,C,1,1
user_1306,C,1,1
user_0083,A,1,1
user_1208,A,1,1
user_0137,A,1,1
user_0302,A,1,1
user_1849,C,1,1
user_0667,A,1,0
user_0924,A,1,0
user_1964,C,1,1
user_0416,A,1,1
user_1538,C,1,1
user_1439,C,1,1
user_1552,C,1,1
user_2020,C,1,0
user_1696,C,1,1
user_0682,A,1,1
user_1719,C,1,0
user_1795,C,1,0
user_2574,C,1,1
user_0198,A,1,1
user_2409,C,1,1
user_0443,A,1,1
user_1052,A,1,0
user_1436,C,1,0
user_0278,A,1,1
user_1023,A,1,0
user_0859,A,1,1
user_1087,A,1,1
user_2506,C,1,1
user_1830,C,1,0
user_1376,C,1,1
user_0364,A,1,1
user_0688,A,1,1
user_1309,C,1,1
user_2503,C,1,1
user_0975,A,1,1
user_0319,A,1,1
user_1357,C,1,1
user_0577,A,1,1
user_2298,C,1,0
user_0427,A,1,0
user_0905,A,1,1
user_1304,C,1,0
user_0746,A,1,0
user_0133,A,1,0
user_1604,C,1,0
user_0008,A,1,1
user_0728,A,1,1
user_0522,A,1,1
user_1207,A,1,1
user_1257,A,1,0
user_1550,C,1,1
user_0719,A,1,1
user_2443,C,1,1
user_1462,C,1,0
user_0714,A,1,1
user_1300,A,1,0
user_1996,C,1,1
user_1790,C,1,1
user_2348,C,1,0
user_0559,A,1,0
user_1322,C,1,0
user_1237,A,1,1
user_1379,C,1,1
user_0414,A,1,1
user_1621,C,1,1
user_1531,C,1,1
user_0298,A,1,1
user_1495,C,1,0
user_2156,C,1,1
user_0455,A,1,1
user_0581,A,1,1
user_0606,A,1,0
user_2312,C,1,0
user_0244,A,1,0
user_1326,C,1,1
user_0727,A,1,0
user_1396,C,1,1
user_0535,A,1,0
user_0826,A,1,1
user_2306,C,1,1
user_0003,A,1,1
user_1958,C,1,1
user_2157,C,1,1
user_0082,A,1,1
user_0897,A,1,1
user_0953,A,1,0
user_0231,A,1,1
user_0370,A,1,0
user_0156,A,1,1
user_2009,C,1,1
user_2510,C,1,1
user_1266,A,1,0
user_2221,C,1,1
user_2017,C,1,1
user_0772,A,1,1
user_0583,A,1,0
user_1441,C,1,1
user_0116,A,1,0
user_1470,C,1,1
user_2373,C,1,1
user_0969,A,1,1
user_0722,A,1,0
user_0712,A,1,0
user_1454,C,1,0
user_2260,C,1,1
user_0899,A,1,1
user_0230,A,1,0
user_2186,C,1,0
user_1092,A,1,1
user_2572,C,1,0
user_1016,A,1,1
user_0411,A,1,0
user_0654,A,1,1
user_0954,A,1,0
user_1465,C,1,1
user_2169,C,1,1
user_2464,C,1,1
user_0240,A,1,0
user_1151,A,1,1
user_2297,C,1,0
user_0898,A,1,1
user_1307,C,1,1
user_0107,A,1,1
user_0737,A,1,1
user_1108,A,1,0
user_1591,C,1,0
user_1318,C,1,0
user_2058,C,1,1
user_1410,C,1,1
user_1986,C,1,0
user_2231,C,1,1
user_1965,C,1,1
user_1471,C,1,0
user_1567,C,1,1
user_0080,A,1,1
user_2227,C,1,1
user_1021,A,1,1
user_2154,C,1,1
user_0817,A,1,0
user_2457,C,1,0
user_2507,C,1,1
user_2590,C,1,1
user_1146,A,1,0
user_0360,A,1,1
user_0250,A,1,1
user_1963,C,1,1
user_2256,C,1,1
user_1688,C,1,1
user_2044,C,1,0
user_1209,A,1,1
user_1007,A,1,1
user_0142,A,1,1
user_0609,A,1,1
user_1827,C,1,0
user_2398,C,1,1
user_1127,A,1,0
user_0767,A,1,1
user_0880,A,1,1
user_1450,C,1,1
user_2558,C,1,1
user_1748,C,1,1
user_1568,C,1,0
user_2513,C,1,0
user_2485,C,1,1
user_1618,C,1,1
user_1775,C,1,0
user_0689,A,1,1
user_0208,A,1,1
user_1889,C,1,1
user_0175,A,1,0
user_0502,A,1,1
user_1359,C,1,0
user_0377,A,1,0
user_0528,A,1,1
user_1817,C,1,1
user_0810,A,1,1
user_0265,A,1,0
user_0090,A,1,1
user_0308,A,1,0
user_1061,A,1,0
user_0345,A,1,1
user_1525,C,1,1
user_1641,C,1,1
user_0812,A,1,1
user_2380,C,1,1
user_0911,A,1,1
user_0253,A,1,1
user_0049,A,1,0
user_0498,A,1,1
user_2596,C,1,0
user_0418,A,1,1
user_1893,C,1,0
user_0388,A,1,1
user_1024,A,1,1
user_2254,C,1,1
user_2278,C,1,0
user_1853,C,1,1
user_1657,C,1,1
user_0128,A,1,0
user_0713,A,1,0
user_1066,A,1,1
user_1225,A,1,0
user_0201,A,1,0
user_2104,C,1,1
user_1624,C,1,1
user_1458,C,1,1
user_2454,C,1,1
user_0374,A,1,0
user_0608,A,1,0
user_1343,C,1,0
user_0881,A,1,1
user_0166,A,1,1
user_1247,A,1,1
user_0646,A,1,1
user_0371,A,1,1
user_0492,A,1,1
user_1086,A,1,1
user_1898,C,1,1
user_1263,A,1,1
user_1852,C,1,1
user_0851,A,1,0
user_1468,C,1,0
user_2196,C,1,0
user_0495,A,1,1
user_1666,C,1,0
user_1287,A,1,0
user_1909,C,1,1
user_1842,C,1,0
user_0674,A,1,1
user_0433,A,1,1
user_2529,C,1,1
user_0447,A,1,0
user_0558,A,1,0
user_0831,A,1,0
user_0306,A,1,1
user_0957,A,1,1
user_1114,A,1,1
user_1855,C,1,0
user_1303,C,1,0
user_1337,C,1,1
user_1610,C,1,1
user_1291,A,1,1
user_1070,A,1,0
user_2428,C,1,1
user_0970,A,1,0
user_0536,A,1,0
user_1782,C,1,0
user_0256,A,1,0
user_2326,C,1,1
user_0307,A,1,1
user_1616,C,1,1
user_0547,A,1,0
user_2071,C,1,1
user_0392,A,1,0
user_2379,C,1,1
user_0348,A,1,1
user_1878,C,1,1
user_1526,C,1,1
user_1692,C,1,0
user_2129,C,1,1
user_0949,A,1,0
user_0180,A,1,1
user_0382,A,1,1
user_1147,A,1,0
user_0584,A,1,1
user_0246,A,1,0
user_2016,C,1,1
user_1720,C,1,0
user_0976,A,1,1
user_2171,C,1,0
user_0841,A,1,1
user_0426,A,1,1
user_1260,A,1,1
user_1542,C,1,1
user_0006,A,1,0
user_2493,C,1,0
user_0040,A,1,1
user_1419,C,1,0
user_2219,C,1,0
user_0955,A,1,1
user_0098,A,1,1
user_1680,C,1,1
user_0027,A,1,1
user_0617,A,1,0
user_1005,A,1,1
user_2239,C,1,1
user_0801,A,1,1
user_2021,C,1,1
user_1509,C,1,1
user_1901,C,1,1
user_0994,A,1,1
user_1245,A,1,1
user_2310,C,1,1
user_1195,A,1,1
user_0822,A,1,1
user_1512,C,1,1
user_0033,A,1,1
user_1871,C,1,0
user_2266,C,1,1
user_2518,C,1,0
user_1341,C,1,1
user_1273,A,1,1
user_1157,A,1,1
user_1906,C,1,0
user_0283,A,1,0
user_1643,C,1,1
user_2465,C,1,0
user_2113,C,1,1
user_0915,A,1,0
user_0735,A,1,1
user_0216,A,1,0
user_2057,C,1,1
user_2509,C,1,0
user_1528,C,1,1
user_2342,C,1,1
user_0320,A,1,0
user_1112,A,1,1
user_1311,C,1,1
user_1705,C,1,1
user_2592,C,1,1
user_1319,C,1,1
user_0920,A,1,0
user_1718,C,1,1
user_2265,C,1,1
user_0145,A,1,1
user_0734,A,1,1
user_0615,A,1,1
user_1569,C,1,0
user_1491,C,1,0
user_1933,C,1,1
user_0189,A,1,1
user_2519,C,1,0
user_0051,A,1,1
user_0181,A,1,0
user_0011,A,1,1
user_2085,C,1,1
user_0936,A,1,0
user_0473,A,1,1
user_2351,C,1,1
user_0422,A,1,0
user_1045,A,1,0
user_0645,A,1,0
user_1507,C,1,1
user_2499,C,1,0
user_2322,C,1,1
user_2571,C,1,0
user_0228,A,1,0
user_1476,C,1,0
user_2093,C,1,1
user_1865,C,1,1
user_2033,C,1,1
user_0316,A,1,0
user_2362,C,1,1
user_1078,A,1,0
user_0262,A,1,0
user_2146,C,1,0
user_1115,A,1,1
user_2598,C,1,1
user_1373,C,1,1
user_0121,A,1,0
user_0484,A,1,0
user_1101,A,1,1
user_0520,A,1,1
user_1524,C,1,1
user_0684,A,1,1
user_1062,A,1,1
user_2119,C,1,1
user_2143,C,1,0
user_1421,C,1,1
user_2034,C,1,0
user_0672,A,1,0
user_0047,A,1,1
user_0563,A,1,1
user_0052,A,1,1
user_0490,A,1,0
user_0720,A,1,1
user_1267,A,1,1
user_0226,A,1,1
user_2494,C,1,0
user_2508,C,1,1
user_1858,C,1,1
user_0476,A,1,0
user_1780,C,1,1
user_0354,A,1,1
user_1002,A,1,0
user_0238,A,1,1
user_0978,A,1,0
user_1792,C,1,1
user_1271,A,1,1
user_0271,A,1,0
user_2403,C,1,1
user_1601,C,1,0
user_1339,C,1,0
user_2539,C,1,0
user_0637,A,1,1
user_0833,A,1,1
user_2095,C,1,1
user_0324,A,1,0
user_1270,A,1,1
user_0343,A,1,1
user_1137,A,1,1
user_0626,A,1,0
user_2524,C,1,1
user_2203,C,1,1
user_2198,C,1,0
user_0338,A,1,0
user_1648,C,1,0
