user_id,variant,score
1437,C (Structured CoT),3
693,A (Current),2
819,A (Current),1
1757,C (Structured CoT),3
1654,C (Structured CoT),4
1715,C (Structured CoT),5
702,A (Current),4
2212,C (Structured CoT),5
922,A (Current),3
906,A (Current),3
455,A (Current),5
2394,C (Structured CoT),5
1794,C (Structured CoT),5
1229,C (Structured CoT),4
168,A (Current),4
731,A (Current),3
1579,C (Structured CoT),5
27,A (Current),5
1345,C (Structured CoT),5
1524,C (Structured CoT),2
998,A (Current),3
1177,A (Current),3
1041,A (Current),2
1622,C (Structured CoT),4
1256,C (Structured CoT),3
1888,C (Structured CoT),2
42,A (Current),5
1245,C (Structured CoT),4
1627,C (Structured CoT),3
2195,C (Structured CoT),5
1376,C (Structured CoT),5
1923,C (Structured CoT),5
610,A (Current),3
1133,A (Current),1
2003,C (Structured CoT),5
442,A (Current),3
1353,C (Structured CoT),1
1943,C (Structured CoT),4
494,A (Current),5
1976,C (Structured CoT),4
237,A (Current),2
552,A (Current),2
521,A (Current),3
2297,C (Structured CoT),5
1233,C (Structured CoT),5
1139,A (Current),3
721,A (Current),5
1908,C (Structured CoT),3
2209,C (Structured CoT),3
59,A (Current),4
632,A (Current),3
1182,A (Current),3
1645,C (Structured CoT),4
593,A (Current),2
2177,C (Structured CoT),4
940,A (Current),4
2326,C (Structured CoT),5
1250,C (Structured CoT),4
905,A (Current),5
1947,C (Structured CoT),4
2399,C (Structured CoT),5
2014,C (Structured CoT),3
1423,C (Structured CoT),5
1996,C (Structured CoT),5
1912,C (Structured CoT),1
707,A (Current),3
1023,A (Current),4
746,A (Current),5
1830,C (Structured CoT),5
1713,C (Structured CoT),4
514,A (Current),3
82,A (Current),3
2216,C (Structured CoT),4
915,A (Current),2
2302,C (Structured CoT),4
1818,C (Structured CoT),5
151,A (Current),3
775,A (Current),3
330,A (Current),2
7,A (Current),2
944,A (Current),2
1595,C (Structured CoT),3
735,A (Current),4
910,A (Current),3
469,A (Current),3
182,A (Current),2
165,A (Current),4
452,A (Current),2
491,A (Current),3
1917,C (Structured CoT),3
1144,A (Current),3
1698,C (Structured CoT),5
1112,A (Current),3
2381,C (Structured CoT),4
1476,C (Structured CoT),3
1488,C (Structured CoT),4
1714,C (Structured CoT),3
1821,C (Structured CoT),4
2080,C (Structured CoT),4
1850,C (Structured CoT),4
1733,C (Structured CoT),4
1793,C (Structured CoT),4
328,A (Current),4
443,A (Current),3
1593,C (Structured CoT),4
1382,C (Structured CoT),4
833,A (Current),3
2468,C (Structured CoT),4
1892,C (Structured CoT),2
1311,C (Structured CoT),2
87,A (Current),4
2441,C (Structured CoT),5
778,A (Current),1
2427,C (Structured CoT),5
55,A (Current),4
1876,C (Structured CoT),3
1288,C (Structured CoT),4
1732,C (Structured CoT),4
1802,C (Structured CoT),5
1246,C (Structured CoT),2
114,A (Current),3
2342,C (Structured CoT),2
988,A (Current),3
2262,C (Structured CoT),5
2074,C (Structured CoT),3
1010,A (Current),3
1199,A (Current),3
590,A (Current),3
769,A (Current),2
18,A (Current),2
1043,A (Current),2
2041,C (Structured CoT),4
286,A (Current),3
429,A (Current),3
1922,C (Structured CoT),3
1357,C (Structured CoT),3
670,A (Current),3
32,A (Current),3
723,A (Current),3
952,A (Current),3
1765,C (Structured CoT),5
215,A (Current),3
1790,C (Structured CoT),3
1165,A (Current),5
327,A (Current),3
561,A (Current),1
1087,A (Current),3
1831,C (Structured CoT),3
342,A (Current),3
148,A (Current),3
1841,C (Structured CoT),3
1108,A (Current),3
849,A (Current),4
967,A (Current),5
1073,A (Current),2
156,A (Current),3
2142,C (Structured CoT),4
2111,C (Structured CoT),5
1003,A (Current),2
1845,C (Structured CoT),4
2093,C (Structured CoT),4
1849,C (Structured CoT),4
2210,C (Structured CoT),4
2353,C (Structured CoT),3
1204,C (Structured CoT),3
1633,C (Structured CoT),1
2346,C (Structured CoT),2
1394,C (Structured CoT),5
2352,C (Structured CoT),2
2289,C (Structured CoT),4
1981,C (Structured CoT),3
2243,C (Structured CoT),4
939,A (Current),1
2245,C (Structured CoT),4
347,A (Current),3
2085,C (Structured CoT),3
2475,C (Structured CoT),5
1419,C (Structured CoT),4
386,A (Current),2
1581,C (Structured CoT),4
2098,C (Structured CoT),4
244,A (Current),1
1623,C (Structured CoT),3
937,A (Current),5
2222,C (Structured CoT),4
313,A (Current),3
2440,C (Structured CoT),3
1525,C (Structured CoT),4
1333,C (Structured CoT),3
969,A (Current),4
661,A (Current),3
936,A (Current),4
371,A (Current),5
567,A (Current),3
1958,C (Structured CoT),2
825,A (Current),3
983,A (Current),2
1980,C (Structured CoT),4
1478,C (Structured CoT),3
2149,C (Structured CoT),3
814,A (Current),3
779,A (Current),2
1321,C (Structured CoT),5
1522,C (Structured CoT),4
1053,A (Current),1
1814,C (Structured CoT),5
1014,A (Current),3
1402,C (Structured CoT),4
1710,C (Structured CoT),2
2072,C (Structured CoT),5
1754,C (Structured CoT),3
127,A (Current),4
888,A (Current),3
2030,C (Structured CoT),4
1348,C (Structured CoT),5
1008,A (Current),5
356,A (Current),3
1004,A (Current),3
683,A (Current),4
828,A (Current),3
1492,C (Structured CoT),3
985,A (Current),4
1234,C (Structured CoT),5
2122,C (Structured CoT),4
141,A (Current),5
218,A (Current),2
2049,C (Structured CoT),2
1655,C (Structured CoT),1
2219,C (Structured CoT),4
1701,C (Structured CoT),2
1454,C (Structured CoT),5
23,A (Current),1
712,A (Current),4
1158,A (Current),5
1685,C (Structured CoT),2
872,A (Current),4
1462,C (Structured CoT),4
11,A (Current),3
1741,C (Structured CoT),3
2357,C (Structured CoT),2
2324,C (Structured CoT),2
1316,C (Structured CoT),4
755,A (Current),2
627,A (Current),2
1729,C (Structured CoT),2
1469,C (Structured CoT),5
130,A (Current),4
844,A (Current),3
324,A (Current),4
2157,C (Structured CoT),4
1449,C (Structured CoT),4
1285,C (Structured CoT),3
2422,C (Structured CoT),4
15,A (Current),3
2047,C (Structured CoT),5
216,A (Current),4
1625,C (Structured CoT),5
1938,C (Structured CoT),4
1183,A (Current),4
1651,C (Structured CoT),3
1562,C (Structured CoT),2
865,A (Current),2
517,A (Current),3
598,A (Current),3
196,A (Current),3
1278,C (Structured CoT),5
289,A (Current),1
951,A (Current),3
2351,C (Structured CoT),5
1855,C (Structured CoT),5
2382,C (Structured CoT),4
1121,A (Current),5
1573,C (Structured CoT),4
550,A (Current),4
157,A (Current),4
420,A (Current),1
923,A (Current),2
1642,C (Structured CoT),3
478,A (Current),5
1606,C (Structured CoT),5
2270,C (Structured CoT),5
1472,C (Structured CoT),4
554,A (Current),4
1203,C (Structured CoT),5
391,A (Current),5
579,A (Current),5
2314,C (Structured CoT),5
2368,C (Structured CoT),3
2267,C (Structured CoT),4
821,A (Current),2
2486,C (Structured CoT),3
1007,A (Current),4
1249,C (Structured CoT),5
2059,C (Structured CoT),4
665,A (Current),2
2463,C (Structured CoT),4
143,A (Current),1
2175,C (Structured CoT),5
1826,C (Structured CoT),2
422,A (Current),4
800,A (Current),4
616,A (Current),3
1319,C (Structured CoT),1
296,A (Current),5
402,A (Current),4
89,A (Current),1
2036,C (Structured CoT),5
2460,C (Structured CoT),3
132,A (Current),2
1574,C (Structured CoT),4
1563,C (Structured CoT),2
1829,C (Structured CoT),4
1403,C (Structured CoT),5
2053,C (Structured CoT),3
2168,C (Structured CoT),3
2002,C (Structured CoT),4
725,A (Current),3
1315,C (Structured CoT),5
1768,C (Structured CoT),4
270,A (Current),2
1781,C (Structured CoT),4
2068,C (Structured CoT),5
1373,C (Structured CoT),5
918,A (Current),4
1611,C (Structured CoT),5
1320,C (Structured CoT),4
2139,C (Structured CoT),3
2022,C (Structured CoT),4
1594,C (Structured CoT),5
2491,C (Structured CoT),4
376,A (Current),3
334,A (Current),3
1792,C (Structured CoT),3
2349,C (Structured CoT),5
1119,A (Current),5
1443,C (Structured CoT),4
911,A (Current),2
777,A (Current),4
1744,C (Structured CoT),5
329,A (Current),3
1343,C (Structured CoT),3
321,A (Current),3
2011,C (Structured CoT),5
13,A (Current),1
898,A (Current),4
172,A (Current),3
261,A (Current),3
2403,C (Structured CoT),5
690,A (Current),5
902,A (Current),4
259,A (Current),5
845,A (Current),3
2303,C (Structured CoT),3
139,A (Current),5
320,A (Current),3
654,A (Current),3
2203,C (Structured CoT),4
1815,C (Structured CoT),5
559,A (Current),3
140,A (Current),3
113,A (Current),3
532,A (Current),3
225,A (Current),3
724,A (Current),3
2320,C (Structured CoT),4
2137,C (Structured CoT),5
1434,C (Structured CoT),3
326,A (Current),4
1324,C (Structured CoT),4
1940,C (Structured CoT),2
1459,C (Structured CoT),4
1928,C (Structured CoT),4
2249,C (Structured CoT),3
715,A (Current),3
847,A (Current),2
194,A (Current),5
1926,C (Structured CoT),4
574,A (Current),2
947,A (Current),2
504,A (Current),3
1808,C (Structured CoT),3
2408,C (Structured CoT),5
646,A (Current),2
4,A (Current),4
1778,C (Structured CoT),5
468,A (Current),2
1346,C (Structured CoT),4
6,A (Current),3
2032,C (Structured CoT),4
920,A (Current),3
548,A (Current),3
229,A (Current),3
1064,A (Current),5
543,A (Current),2
243,A (Current),3
899,A (Current),4
1755,C (Structured CoT),2
1161,A (Current),3
1833,C (Structured CoT),3
1689,C (Structured CoT),5
1810,C (Structured CoT),4
843,A (Current),3
1374,C (Structured CoT),4
2108,C (Structured CoT),3
2113,C (Structured CoT),4
1527,C (Structured CoT),3
277,A (Current),3
662,A (Current),4
1827,C (Structured CoT),2
2117,C (Structured CoT),5
2358,C (Structured CoT),4
1859,C (Structured CoT),5
315,A (Current),3
1467,C (Structured CoT),4
1344,C (Structured CoT),4
1846,C (Structured CoT),4
692,A (Current),2
1542,C (Structured CoT),4
613,A (Current),4
425,A (Current),3
1578,C (Structured CoT),4
595,A (Current),2
2476,C (Structured CoT),5
1951,C (Structured CoT),4
623,A (Current),5
1806,C (Structured CoT),3
1494,C (Structured CoT),5
2239,C (Structured CoT),3
228,A (Current),1
2323,C (Structured CoT),5
1170,A (Current),3
2038,C (Structured CoT),2
1703,C (Structured CoT),5
67,A (Current),5
1418,C (Structured CoT),2
2255,C (Structured CoT),5
25,A (Current),5
1236,C (Structured CoT),5
2464,C (Structured CoT),5
145,A (Current),4
537,A (Current),5
812,A (Current),2
1736,C (Structured CoT),5
1498,C (Structured CoT),4
86,A (Current),4
1255,C (Structured CoT),4
2208,C (Structured CoT),2
2362,C (Structured CoT),4
2067,C (Structured CoT),5
1670,C (Structured CoT),3
485,A (Current),3
2227,C (Structured CoT),4
2387,C (Structured CoT),4
739,A (Current),4
1771,C (Structured CoT),3
2189,C (Structured CoT),5
2462,C (Structured CoT),5
1743,C (Structured CoT),3
363,A (Current),2
750,A (Current),3
2106,C (Structured CoT),4
1647,C (Structured CoT),3
1027,A (Current),2
1031,A (Current),3
1869,C (Structured CoT),5
1336,C (Structured CoT),5
2060,C (Structured CoT),4
1895,C (Structured CoT),3
666,A (Current),3
365,A (Current),1
2293,C (Structured CoT),2
1240,C (Structured CoT),4
78,A (Current),4
28,A (Current),1
474,A (Current),5
526,A (Current),3
726,A (Current),5
56,A (Current),1
639,A (Current),3
303,A (Current),3
719,A (Current),2
1872,C (Structured CoT),3
625,A (Current),3
8,A (Current),3
1281,C (Structured CoT),2
804,A (Current),2
1050,A (Current),2
337,A (Current),5
1597,C (Structured CoT),3
48,A (Current),4
2153,C (Structured CoT),5
107,A (Current),4
350,A (Current),3
1080,A (Current),3
239,A (Current),3
214,A (Current),2
1145,A (Current),1
2380,C (Structured CoT),5
1762,C (Structured CoT),4
794,A (Current),2
1097,A (Current),4
2207,C (Structured CoT),5
1740,C (Structured CoT),3
2223,C (Structured CoT),2
346,A (Current),2
524,A (Current),4
233,A (Current),2
645,A (Current),5
1918,C (Structured CoT),5
2171,C (Structured CoT),4
1429,C (Structured CoT),2
534,A (Current),3
2172,C (Structured CoT),2
604,A (Current),3
1490,C (Structured CoT),4
1858,C (Structured CoT),4
1427,C (Structured CoT),4
1075,A (Current),3
2006,C (Structured CoT),3
61,A (Current),3
1941,C (Structured CoT),4
93,A (Current),3
667,A (Current),3
1721,C (Structured CoT),4
2247,C (Structured CoT),5
281,A (Current),3
1720,C (Structured CoT),3
1726,C (Structured CoT),3
360,A (Current),4
1749,C (Structured CoT),4
1544,C (Structured CoT),4
1398,C (Structured CoT),3
1804,C (Structured CoT),2
848,A (Current),4
1207,C (Structured CoT),4
2263,C (Structured CoT),4
761,A (Current),2
111,A (Current),3
43,A (Current),5
126,A (Current),3
205,A (Current),3
1474,C (Structured CoT),3
53,A (Current),5
546,A (Current),5
69,A (Current),4
2224,C (Structured CoT),4
1952,C (Structured CoT),4
2198,C (Structured CoT),3
1909,C (Structured CoT),4
1425,C (Structured CoT),5
184,A (Current),3
138,A (Current),2
900,A (Current),1
797,A (Current),4
133,A (Current),3
81,A (Current),4
1587,C (Structured CoT),5
2158,C (Structured CoT),3
759,A (Current),3
542,A (Current),4
1020,A (Current),2
1767,C (Structured CoT),4
984,A (Current),4
2232,C (Structured CoT),4
166,A (Current),2
249,A (Current),4
1332,C (Structured CoT),1
447,A (Current),4
1777,C (Structured CoT),5
859,A (Current),4
1359,C (Structured CoT),4
1862,C (Structured CoT),3
98,A (Current),4
2308,C (Structured CoT),4
806,A (Current),2
738,A (Current),3
2101,C (Structured CoT),3
1886,C (Structured CoT),4
2001,C (Structured CoT),5
103,A (Current),3
435,A (Current),1
75,A (Current),2
578,A (Current),3
1847,C (Structured CoT),5
2313,C (Structured CoT),2
1231,C (Structured CoT),5
919,A (Current),2
1327,C (Structured CoT),3
2316,C (Structured CoT),3
2287,C (Structured CoT),4
2246,C (Structured CoT),4
763,A (Current),5
2116,C (Structured CoT),4
990,A (Current),4
389,A (Current),4
236,A (Current),3
2495,C (Structured CoT),4
268,A (Current),3
1330,C (Structured CoT),4
2304,C (Structured CoT),4
118,A (Current),4
438,A (Current),5
674,A (Current),3
250,A (Current),2
2129,C (Structured CoT),4
1575,C (Structured CoT),5
2497,C (Structured CoT),3
95,A (Current),2
1898,C (Structured CoT),5
34,A (Current),2
2135,C (Structured CoT),5
2285,C (Structured CoT),4
449,A (Current),4
1470,C (Structured CoT),4
1796,C (Structured CoT),2
717,A (Current),1
1942,C (Structured CoT),4
2176,C (Structured CoT),4
1,A (Current),4
457,A (Current),4
1102,A (Current),5
1109,A (Current),4
1883,C (Structured CoT),3
83,A (Current),2
1482,C (Structured CoT),3
1977,C (Structured CoT),4
677,A (Current),4
2043,C (Structured CoT),5
2127,C (Structured CoT),4
1047,A (Current),2
1461,C (Structured CoT),4
771,A (Current),2
1669,C (Structured CoT),3
2025,C (Structured CoT),5
1964,C (Structured CoT),5
518,A (Current),3
823,A (Current),3
405,A (Current),2
385,A (Current),3
1992,C (Structured CoT),2
2425,C (Structured CoT),5
105,A (Current),3
1634,C (Structured CoT),3
2385,C (Structured CoT),1
689,A (Current),1
2211,C (Structured CoT),4
827,A (Current),2
1241,C (Structured CoT),2
63,A (Current),2
1306,C (Structured CoT),3
853,A (Current),4
2321,C (Structured CoT),3
177,A (Current),3
1263,C (Structured CoT),4
224,A (Current),5
146,A (Current),3
1089,A (Current),5
374,A (Current),3
1825,C (Structured CoT),4
2110,C (Structured CoT),4
1143,A (Current),2
2393,C (Structured CoT),4
2164,C (Structured CoT),5
1275,C (Structured CoT),5
1266,C (Structured CoT),4
2234,C (Structured CoT),3
1949,C (Structured CoT),2
10,A (Current),3
450,A (Current),2
1839,C (Structured CoT),4
709,A (Current),2
256,A (Current),5
883,A (Current),3
1618,C (Structured CoT),4
390,A (Current),3
2016,C (Structured CoT),5
2396,C (Structured CoT),5
1582,C (Structured CoT),3
909,A (Current),4
925,A (Current),3
752,A (Current),3
1890,C (Structured CoT),4
461,A (Current),3
1748,C (Structured CoT),4
1948,C (Structured CoT),4
1225,C (Structured CoT),5
1169,A (Current),3
959,A (Current),3
502,A (Current),4
1728,C (Structured CoT),4
740,A (Current),5
41,A (Current),5
869,A (Current),3
732,A (Current),2
540,A (Current),1
1202,C (Structured CoT),3
1340,C (Structured CoT),4
698,A (Current),3
2345,C (Structured CoT),5
2088,C (Structured CoT),4
2077,C (Structured CoT),5
1372,C (Structured CoT),5
1146,A (Current),4
1032,A (Current),2
373,A (Current),2
668,A (Current),1
1432,C (Structured CoT),3
2184,C (Structured CoT),4
358,A (Current),4
968,A (Current),5
784,A (Current),2
736,A (Current),3
1354,C (Structured CoT),5
1036,A (Current),1
971,A (Current),5
471,A (Current),3
656,A (Current),3
2354,C (Structured CoT),3
1910,C (Structured CoT),3
2331,C (Structured CoT),3
1397,C (Structured CoT),4
1537,C (Structured CoT),4
1984,C (Structured CoT),4
2182,C (Structured CoT),3
1550,C (Structured CoT),5
1329,C (Structured CoT),3
1257,C (Structured CoT),2
2162,C (Structured CoT),3
1426,C (Structured CoT),2
1465,C (Structured CoT),4
1556,C (Structured CoT),4
2156,C (Structured CoT),2
1251,C (Structured CoT),4
1700,C (Structured CoT),5
1253,C (Structured CoT),5
2426,C (Structured CoT),5
2319,C (Structured CoT),4
1237,C (Structured CoT),3
886,A (Current),3
80,A (Current),4
1173,A (Current),3
815,A (Current),2
1853,C (Structured CoT),3
1971,C (Structured CoT),4
672,A (Current),2
2187,C (Structured CoT),3
2442,C (Structured CoT),4
58,A (Current),2
134,A (Current),2
1141,A (Current),3
934,A (Current),2
929,A (Current),2
824,A (Current),3
1433,C (Structured CoT),5
1393,C (Structured CoT),4
1532,C (Structured CoT),4
1215,C (Structured CoT),3
505,A (Current),3
2470,C (Structured CoT),5
348,A (Current),5
387,A (Current),3
1025,A (Current),4
1959,C (Structured CoT),5
1385,C (Structured CoT),2
895,A (Current),3
829,A (Current),3
2435,C (Structured CoT),4
476,A (Current),4
1684,C (Structured CoT),4
2141,C (Structured CoT),5
2328,C (Structured CoT),5
2126,C (Structured CoT),3
2090,C (Structured CoT),4
653,A (Current),4
173,A (Current),1
1475,C (Structured CoT),3
1150,A (Current),3
39,A (Current),3
1555,C (Structured CoT),2
2386,C (Structured CoT),5
714,A (Current),3
91,A (Current),5
167,A (Current),3
1206,C (Structured CoT),4
876,A (Current),3
445,A (Current),3
2152,C (Structured CoT),5
2292,C (Structured CoT),5
2484,C (Structured CoT),4
1094,A (Current),3
1828,C (Structured CoT),5
1156,A (Current),3
1325,C (Structured CoT),3
217,A (Current),3
1351,C (Structured CoT),4
511,A (Current),3
1681,C (Structured CoT),4
500,A (Current),2
2458,C (Structured CoT),4
1857,C (Structured CoT),4
1389,C (Structured CoT),5
1520,C (Structured CoT),2
1672,C (Structured CoT),4
339,A (Current),2
2332,C (Structured CoT),4
1189,A (Current),5
29,A (Current),3
1541,C (Structured CoT),4
1218,C (Structured CoT),5
2031,C (Structured CoT),3
795,A (Current),3
946,A (Current),3
1417,C (Structured CoT),3
170,A (Current),1
2095,C (Structured CoT),4
1677,C (Structured CoT),5
1198,A (Current),3
1543,C (Structured CoT),3
1254,C (Structured CoT),4
1277,C (Structured CoT),4
913,A (Current),3
492,A (Current),3
954,A (Current),2
1098,A (Current),4
1033,A (Current),4
588,A (Current),2
751,A (Current),3
658,A (Current),1
1867,C (Structured CoT),2
235,A (Current),3
733,A (Current),3
2493,C (Structured CoT),4
1187,A (Current),3
1157,A (Current),2
2454,C (Structured CoT),5
1247,C (Structured CoT),3
2449,C (Structured CoT),5
935,A (Current),3
1210,C (Structured CoT),4
1066,A (Current),3
1717,C (Structured CoT),4
109,A (Current),3
1063,A (Current),1
569,A (Current),1
1168,A (Current),2
1175,A (Current),2
1589,C (Structured CoT),5
1508,C (Structured CoT),4
1493,C (Structured CoT),2
891,A (Current),3
948,A (Current),3
1049,A (Current),1
2058,C (Structured CoT),4
885,A (Current),4
144,A (Current),3
2453,C (Structured CoT),4
851,A (Current),3
718,A (Current),3
2372,C (Structured CoT),3
265,A (Current),1
76,A (Current),3
396,A (Current),2
2118,C (Structured CoT),4
2336,C (Structured CoT),5
397,A (Current),3
1366,C (Structured CoT),4
2078,C (Structured CoT),5
1904,C (Structured CoT),5
596,A (Current),4
1297,C (Structured CoT),4
1822,C (Structured CoT),4
873,A (Current),4
1549,C (Structured CoT),1
37,A (Current),3
2274,C (Structured CoT),5
2124,C (Structured CoT),4
978,A (Current),3
1572,C (Structured CoT),5
1123,A (Current),3
1893,C (Structured CoT),4
676,A (Current),3
729,A (Current),2
413,A (Current),3
1517,C (Structured CoT),5
1650,C (Structured CoT),3
826,A (Current),3
617,A (Current),2
115,A (Current),3
418,A (Current),3
1626,C (Structured CoT),5
2451,C (Structured CoT),4
90,A (Current),3
2083,C (Structured CoT),5
754,A (Current),2
1631,C (Structured CoT),5
12,A (Current),2
285,A (Current),3
1067,A (Current),5
1192,A (Current),2
1441,C (Structured CoT),4
2338,C (Structured CoT),4
2410,C (Structured CoT),5
2258,C (Structured CoT),5
1569,C (Structured CoT),4
2144,C (Structured CoT),2
1688,C (Structured CoT),4
852,A (Current),1
896,A (Current),1
497,A (Current),5
1783,C (Structured CoT),5
336,A (Current),3
516,A (Current),3
1349,C (Structured CoT),5
1016,A (Current),2
2432,C (Structured CoT),3
1782,C (Structured CoT),4
1786,C (Structured CoT),4
2071,C (Structured CoT),5
357,A (Current),3
2379,C (Structured CoT),4
1313,C (Structured CoT),4
1636,C (Structured CoT),3
551,A (Current),3
1228,C (Structured CoT),5
2231,C (Structured CoT),4
958,A (Current),1
1774,C (Structured CoT),4
1009,A (Current),3
1093,A (Current),3
2225,C (Structured CoT),4
997,A (Current),3
1680,C (Structured CoT),5
154,A (Current),5
581,A (Current),4
1471,C (Structured CoT),4
704,A (Current),4
1213,C (Structured CoT),4
897,A (Current),5
488,A (Current),4
560,A (Current),4
1142,A (Current),1
1120,A (Current),3
513,A (Current),5
634,A (Current),3
2151,C (Structured CoT),4
1665,C (Structured CoT),5
1013,A (Current),3
1932,C (Structured CoT),4
1151,A (Current),2
2341,C (Structured CoT),3
117,A (Current),5
741,A (Current),4
2305,C (Structured CoT),5
1975,C (Structured CoT),4
1082,A (Current),5
1811,C (Structured CoT),5
831,A (Current),5
120,A (Current),4
657,A (Current),3
2378,C (Structured CoT),5
2240,C (Structured CoT),3
2445,C (Structured CoT),4
636,A (Current),4
370,A (Current),4
269,A (Current),3
47,A (Current),5
992,A (Current),4
877,A (Current),3
774,A (Current),1
1220,C (Structured CoT),4
1127,A (Current),1
5,A (Current),3
1596,C (Structured CoT),4
1078,A (Current),3
838,A (Current),3
682,A (Current),4
1716,C (Structured CoT),5
1149,A (Current),3
575,A (Current),3
51,A (Current),4
854,A (Current),2
1983,C (Structured CoT),4
1824,C (Structured CoT),2
834,A (Current),1
1116,A (Current),2
1167,A (Current),3
1907,C (Structured CoT),4
972,A (Current),1
400,A (Current),1
20,A (Current),3
685,A (Current),4
36,A (Current),3
2363,C (Structured CoT),4
525,A (Current),4
921,A (Current),2
1842,C (Structured CoT),4
1891,C (Structured CoT),4
538,A (Current),3
1706,C (Structured CoT),5
2444,C (Structured CoT),2
246,A (Current),2
785,A (Current),2
1410,C (Structured CoT),4
155,A (Current),1
1687,C (Structured CoT),5
626,A (Current),3
2397,C (Structured CoT),4
1347,C (Structured CoT),5
570,A (Current),1
1759,C (Structured CoT),4
1817,C (Structured CoT),3
2066,C (Structured CoT),5
128,A (Current),2
2480,C (Structured CoT),2
2007,C (Structured CoT),4
981,A (Current),2
191,A (Current),2
1140,A (Current),3
993,A (Current),3
700,A (Current),3
607,A (Current),2
181,A (Current),3
302,A (Current),4
1061,A (Current),3
2355,C (Structured CoT),4
2398,C (Structured CoT),4
1070,A (Current),3
2206,C (Structured CoT),5
1244,C (Structured CoT),5
17,A (Current),1
2483,C (Structured CoT),5
547,A (Current),3
659,A (Current),1
2252,C (Structured CoT),5
2282,C (Structured CoT),3
1505,C (Structured CoT),4
960,A (Current),4
798,A (Current),4
226,A (Current),3
2075,C (Structured CoT),4
1800,C (Structured CoT),5
2469,C (Structured CoT),3
2086,C (Structured CoT),4
1694,C (Structured CoT),3
1046,A (Current),4
470,A (Current),4
955,A (Current),4
2479,C (Structured CoT),4
640,A (Current),4
2317,C (Structured CoT),4
1219,C (Structured CoT),3
1159,A (Current),4
1416,C (Structured CoT),1
2261,C (Structured CoT),3
1528,C (Structured CoT),2
2461,C (Structured CoT),3
1301,C (Structured CoT),5
2391,C (Structured CoT),4
1604,C (Structured CoT),4
161,A (Current),1
1705,C (Structured CoT),5
957,A (Current),3
2431,C (Structured CoT),4
878,A (Current),3
1920,C (Structured CoT),3
1885,C (Structured CoT),4
2201,C (Structured CoT),4
99,A (Current),2
2361,C (Structured CoT),4
254,A (Current),3
104,A (Current),3
1446,C (Structured CoT),4
1444,C (Structured CoT),3
1649,C (Structured CoT),5
587,A (Current),3
628,A (Current),3
1697,C (Structured CoT),5
2102,C (Structured CoT),4
2200,C (Structured CoT),5
404,A (Current),5
1155,A (Current),3
2256,C (Structured CoT),4
1683,C (Structured CoT),4
2057,C (Structured CoT),5
2374,C (Structured CoT),4
453,A (Current),3
1328,C (Structured CoT),3
2050,C (Structured CoT),5
881,A (Current),3
2433,C (Structured CoT),3
624,A (Current),4
2312,C (Structured CoT),4
1788,C (Structured CoT),3
263,A (Current),4
1635,C (Structured CoT),4
1439,C (Structured CoT),4
2199,C (Structured CoT),3
1970,C (Structured CoT),5
1803,C (Structured CoT),4
641,A (Current),3
2459,C (Structured CoT),3
1960,C (Structured CoT),5
489,A (Current),2
1844,C (Structured CoT),4
1735,C (Structured CoT),5
147,A (Current),2
1535,C (Structured CoT),1
1987,C (Structured CoT),2
1370,C (Structured CoT),5
2448,C (Structured CoT),5
660,A (Current),3
1795,C (Structured CoT),5
187,A (Current),1
1148,A (Current),3
609,A (Current),1
2192,C (Structured CoT),5
1931,C (Structured CoT),4
198,A (Current),2
294,A (Current),5
767,A (Current),3
401,A (Current),2
123,A (Current),4
203,A (Current),3
836,A (Current),3
2295,C (Structured CoT),4
1440,C (Structured CoT),5
1734,C (Structured CoT),3
1696,C (Structured CoT),3
1708,C (Structured CoT),3
2429,C (Structured CoT),4
1154,A (Current),4
1662,C (Structured CoT),4
1760,C (Structured CoT),5
855,A (Current),4
1590,C (Structured CoT),4
2268,C (Structured CoT),5
642,A (Current),3
2,A (Current),2
2161,C (Structured CoT),4
699,A (Current),3
1637,C (Structured CoT),5
1292,C (Structured CoT),3
2383,C (Structured CoT),4
1521,C (Structured CoT),5
1854,C (Structured CoT),4
1137,A (Current),2
2416,C (Structured CoT),4
1632,C (Structured CoT),3
1999,C (Structured CoT),5
664,A (Current),4
684,A (Current),2
1258,C (Structured CoT),5
318,A (Current),1
649,A (Current),3
1435,C (Structured CoT),3
1480,C (Structured CoT),3
710,A (Current),5
1283,C (Structured CoT),5
1769,C (Structured CoT),4
973,A (Current),5
1307,C (Structured CoT),5
1401,C (Structured CoT),5
1409,C (Structured CoT),4
2238,C (Structured CoT),4
1497,C (Structured CoT),5
2039,C (Structured CoT),2
1530,C (Structured CoT),4
1664,C (Structured CoT),4
1355,C (Structured CoT),2
2439,C (Structured CoT),3
2455,C (Structured CoT),4
1644,C (Structured CoT),4
1052,A (Current),2
796,A (Current),2
1598,C (Structured CoT),4
1820,C (Structured CoT),5
1723,C (Structured CoT),4
1184,A (Current),4
1060,A (Current),3
541,A (Current),4
1679,C (Structured CoT),3
2407,C (Structured CoT),4
1758,C (Structured CoT),4
1924,C (Structured CoT),4
96,A (Current),2
1021,A (Current),4
564,A (Current),2
864,A (Current),2
1485,C (Structured CoT),4
1882,C (Structured CoT),4
1039,A (Current),3
207,A (Current),3
393,A (Current),4
871,A (Current),1
398,A (Current),3
2401,C (Structured CoT),4
1029,A (Current),4
1486,C (Structured CoT),4
961,A (Current),1
